Sno,Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed,latitude,longitude
378,26/03/20,18:00:00,Kerala,6,0,118,20.5937,78.962
379,26/03/20,18:00:00,Ladakh,0,0,13,20.5937,78.962
380,26/03/20,18:00:00,Madhya Pradesh,0,1,20,20.5937,78.962
381,26/03/20,18:00:00,Maharashtra,1,3,124,20.5937,78.962
382,26/03/20,18:00:00,Manipur,0,0,1,20.5937,78.962
383,26/03/20,18:00:00,Mizoram,0,0,1,20.5937,78.962
384,26/03/20,18:00:00,Odisha,0,0,2,20.5937,78.962
385,26/03/20,18:00:00,Puducherry,0,0,1,20.5937,78.962
386,26/03/20,18:00:00,Punjab,0,1,33,20.5937,78.962
387,26/03/20,18:00:00,Rajasthan,3,0,41,20.5937,78.962
388,26/03/20,18:00:00,Tamil Nadu,1,1,26,20.5937,78.962
389,26/03/20,18:00:00,Telengana,1,0,44,20.5937,78.962
390,26/03/20,18:00:00,Uttarakhand,0,0,5,20.5937,78.962
391,26/03/20,18:00:00,Uttar Pradesh,11,0,41,20.5937,78.962
392,26/03/20,18:00:00,West Bengal,0,1,10,20.5937,78.962
393,27/03/20,22:00:00,Andaman and Nicobar Islands,0,0,1,20.5937,78.962
394,27/03/20,22:00:00,Andhra Pradesh,1,0,12,20.5937,78.962
395,27/03/20,22:00:00,Bihar,0,1,6,20.5937,78.962
396,27/03/20,22:00:00,Chandigarh,0,0,7,20.5937,78.962
397,27/03/20,22:00:00,Chhattisgarh,0,0,6,20.5937,78.962
398,27/03/20,22:00:00,Delhi,6,1,36,20.5937,78.962
399,27/03/20,22:00:00,Goa,0,0,3,20.5937,78.962
400,27/03/20,22:00:00,Gujarat,0,3,43,20.5937,78.962
401,27/03/20,22:00:00,Haryana,11,0,30,20.5937,78.962
402,27/03/20,22:00:00,Himachal Pradesh,0,1,3,20.5937,78.962
403,27/03/20,22:00:00,Jammu and Kashmir,1,1,13,20.5937,78.962
404,27/03/20,22:00:00,Karnataka,3,2,55,20.5937,78.962
405,27/03/20,22:00:00,Kerala,11,0,137,20.5937,78.962
406,27/03/20,22:00:00,Ladakh,3,0,13,20.5937,78.962
407,27/03/20,22:00:00,Madhya Pradesh,0,1,20,20.5937,78.962
408,27/03/20,22:00:00,Maharashtra,15,4,130,20.5937,78.962
409,27/03/20,22:00:00,Manipur,0,0,1,20.5937,78.962
410,27/03/20,22:00:00,Mizoram,0,0,1,20.5937,78.962
411,27/03/20,22:00:00,Odisha,0,0,2,20.5937,78.962
412,27/03/20,22:00:00,Puducherry,0,0,1,20.5937,78.962
413,27/03/20,22:00:00,Punjab,0,1,33,20.5937,78.962
414,27/03/20,22:00:00,Rajasthan,3,0,41,20.5937,78.962
415,27/03/20,22:00:00,Tamil Nadu,1,1,29,20.5937,78.962
416,27/03/20,22:00:00,Telengana,1,0,45,20.5937,78.962
417,27/03/20,22:00:00,Uttarakhand,0,0,5,20.5937,78.962
418,27/03/20,22:00:00,Uttar Pradesh,11,0,41,20.5937,78.962
419,27/03/20,22:00:00,West Bengal,0,1,10,20.5937,78.962
420,28/03/20,18:00:00,Andhra Pradesh,1,0,14,20.5937,78.962
421,28/03/20,18:00:00,Andaman and Nicobar Islands,0,0,6,20.5937,78.962
422,28/03/20,18:00:00,Bihar,0,1,9,20.5937,78.962
423,28/03/20,18:00:00,Chandigarh,0,0,8,20.5937,78.962
424,28/03/20,18:00:00,Chhattisgarh,0,0,6,20.5937,78.962
425,28/03/20,18:00:00,Delhi,6,1,39,20.5937,78.962
426,28/03/20,18:00:00,Goa,0,0,3,20.5937,78.962
427,28/03/20,18:00:00,Gujarat,0,3,45,20.5937,78.962
428,28/03/20,18:00:00,Haryana,12,0,33,20.5937,78.962
429,28/03/20,18:00:00,Himachal Pradesh,0,1,3,20.5937,78.962
430,28/03/20,18:00:00,Jammu and Kashmir,1,1,20,20.5937,78.962
431,28/03/20,18:00:00,Karnataka,3,2,55,20.5937,78.962
432,28/03/20,18:00:00,Kerala,11,0,176,20.5937,78.962
433,28/03/20,18:00:00,Ladakh,3,0,13,20.5937,78.962
434,28/03/20,18:00:00,Madhya Pradesh,0,2,30,20.5937,78.962
435,28/03/20,18:00:00,Maharashtra,25,5,180,20.5937,78.962
436,28/03/20,18:00:00,Manipur,0,0,1,20.5937,78.962
437,28/03/20,18:00:00,Mizoram,0,0,1,20.5937,78.962
438,28/03/20,18:00:00,Odisha,0,0,3,20.5937,78.962
439,28/03/20,18:00:00,Puducherry,0,0,1,20.5937,78.962
440,28/03/20,18:00:00,Punjab,1,1,38,20.5937,78.962
441,28/03/20,18:00:00,Rajasthan,3,0,54,20.5937,78.962
442,28/03/20,18:00:00,Tamil Nadu,2,1,40,20.5937,78.962
443,28/03/20,18:00:00,Telengana,1,0,56,20.5937,78.962
444,28/03/20,18:00:00,Uttarakhand,0,0,5,20.5937,78.962
445,28/03/20,18:00:00,Uttar Pradesh,11,0,55,20.5937,78.962
446,28/03/20,18:00:00,West Bengal,0,1,15,20.5937,78.962
447,29/03/20,19:00:00,Andhra Pradesh,1,0,19,20.5937,78.962
448,29/03/20,19:00:00,Andaman and Nicobar Islands,0,0,9,20.5937,78.962
449,29/03/20,19:00:00,Bihar,0,1,11,20.5937,78.962
450,29/03/20,19:00:00,Chandigarh,0,0,8,20.5937,78.962
451,29/03/20,19:00:00,Chhattisgarh,0,0,7,20.5937,78.962
452,29/03/20,19:00:00,Delhi,6,2,49,20.5937,78.962
453,29/03/20,19:00:00,Goa,0,0,5,20.5937,78.962
454,29/03/20,19:00:00,Gujarat,1,5,58,20.5937,78.962
455,29/03/20,19:00:00,Haryana,17,0,33,20.5937,78.962
456,29/03/20,19:00:00,Himachal Pradesh,0,1,3,20.5937,78.962
457,29/03/20,19:00:00,Jammu and Kashmir,1,2,31,20.5937,78.962
458,29/03/20,19:00:00,Karnataka,5,3,76,20.5937,78.962
459,29/03/20,19:00:00,Kerala,15,1,182,20.5937,78.962
460,29/03/20,19:00:00,Ladakh,3,0,13,20.5937,78.962
461,29/03/20,19:00:00,Madhya Pradesh,0,2,30,20.5937,78.962
462,29/03/20,19:00:00,Maharashtra,25,6,186,20.5937,78.962
463,29/03/20,19:00:00,Manipur,0,0,1,20.5937,78.962
464,29/03/20,19:00:00,Mizoram,0,0,1,20.5937,78.962
465,29/03/20,19:00:00,Odisha,0,0,3,20.5937,78.962
466,29/03/20,19:00:00,Puducherry,0,0,1,20.5937,78.962
467,29/03/20,19:00:00,Punjab,1,1,38,20.5937,78.962
468,29/03/20,19:00:00,Rajasthan,3,0,55,20.5937,78.962
469,29/03/20,19:00:00,Tamil Nadu,4,1,49,20.5937,78.962
470,29/03/20,19:00:00,Telengana,1,1,66,20.5937,78.962
471,29/03/20,19:00:00,Uttarakhand,2,0,7,20.5937,78.962
472,29/03/20,19:00:00,Uttar Pradesh,11,0,65,20.5937,78.962
473,29/03/20,19:00:00,West Bengal,0,1,18,20.5937,78.962
474,30/03/20,21:00:00,Andhra Pradesh,1,0,23,20.5937,78.962
475,30/03/20,21:00:00,Andaman and Nicobar Islands,0,0,9,20.5937,78.962
476,30/03/20,21:00:00,Bihar,0,1,15,20.5937,78.962
477,30/03/20,21:00:00,Chandigarh,0,0,8,20.5937,78.962
478,30/03/20,21:00:00,Chhattisgarh,0,0,7,20.5937,78.962
479,30/03/20,21:00:00,Delhi,6,2,87,20.5937,78.962
480,30/03/20,21:00:00,Goa,0,0,5,20.5937,78.962
481,30/03/20,21:00:00,Gujarat,1,6,69,20.5937,78.962
482,30/03/20,21:00:00,Haryana,18,0,36,20.5937,78.962
483,30/03/20,21:00:00,Himachal Pradesh,0,1,3,20.5937,78.962
484,30/03/20,21:00:00,Jammu and Kashmir,2,2,48,20.5937,78.962
485,30/03/20,21:00:00,Karnataka,5,3,83,20.5937,78.962
486,30/03/20,21:00:00,Kerala,19,1,202,20.5937,78.962
487,30/03/20,21:00:00,Ladakh,3,0,13,20.5937,78.962
488,30/03/20,21:00:00,Madhya Pradesh,0,3,47,20.5937,78.962
489,30/03/20,21:00:00,Maharashtra,25,8,198,20.5937,78.962
490,30/03/20,21:00:00,Manipur,0,0,1,20.5937,78.962
491,30/03/20,21:00:00,Mizoram,0,0,1,20.5937,78.962
492,30/03/20,21:00:00,Odisha,0,0,3,20.5937,78.962
493,30/03/20,21:00:00,Puducherry,0,0,1,20.5937,78.962
494,30/03/20,21:00:00,Punjab,1,1,38,20.5937,78.962
495,30/03/20,21:00:00,Rajasthan,3,0,59,20.5937,78.962
496,30/03/20,21:00:00,Tamil Nadu,4,1,67,20.5937,78.962
497,30/03/20,21:00:00,Telengana,1,1,71,20.5937,78.962
498,30/03/20,21:00:00,Uttarakhand,2,0,7,20.5937,78.962
499,30/03/20,21:00:00,Uttar Pradesh,11,0,82,20.5937,78.962
500,30/03/20,21:00:00,West Bengal,0,1,22,20.5937,78.962
501,30/03/20,21:00:00,Unassigned,0,0,46,20.5937,78.962
502,31/03/20,20:00:00,Andhra Pradesh,1,0,40,20.5937,78.962
503,31/03/20,20:00:00,Andaman and Nicobar Islands,0,0,10,20.5937,78.962
504,31/03/20,20:00:00,Bihar,0,1,15,20.5937,78.962
505,31/03/20,20:00:00,Chandigarh,0,0,13,20.5937,78.962
506,31/03/20,20:00:00,Chhattisgarh,0,0,8,20.5937,78.962
507,31/03/20,20:00:00,Delhi,6,2,97,20.5937,78.962
508,31/03/20,20:00:00,Goa,0,0,5,20.5937,78.962
509,31/03/20,20:00:00,Gujarat,3,6,73,20.5937,78.962
510,31/03/20,20:00:00,Haryana,21,0,40,20.5937,78.962
511,31/03/20,20:00:00,Himachal Pradesh,0,1,3,20.5937,78.962
512,31/03/20,20:00:00,Jammu and Kashmir,2,2,54,20.5937,78.962
513,31/03/20,20:00:00,Karnataka,5,3,83,20.5937,78.962
514,31/03/20,20:00:00,Kerala,19,1,234,20.5937,78.962
515,31/03/20,20:00:00,Ladakh,3,0,13,20.5937,78.962
516,31/03/20,20:00:00,Madhya Pradesh,0,3,47,20.5937,78.962
517,31/03/20,20:00:00,Maharashtra,39,9,216,20.5937,78.962
518,31/03/20,20:00:00,Manipur,0,0,1,20.5937,78.962
519,31/03/20,20:00:00,Mizoram,0,0,1,20.5937,78.962
520,31/03/20,20:00:00,Odisha,0,0,3,20.5937,78.962
521,31/03/20,20:00:00,Puducherry,0,0,1,20.5937,78.962
522,31/03/20,20:00:00,Punjab,1,3,41,20.5937,78.962
523,31/03/20,20:00:00,Rajasthan,3,0,74,20.5937,78.962
524,31/03/20,20:00:00,Tamil Nadu,4,1,74,20.5937,78.962
525,31/03/20,20:00:00,Telengana,1,1,79,20.5937,78.962
526,31/03/20,20:00:00,Uttarakhand,2,0,7,20.5937,78.962
527,31/03/20,20:00:00,Uttar Pradesh,14,0,101,20.5937,78.962
528,31/03/20,20:00:00,West Bengal,0,2,26,20.5937,78.962
529,31/03/20,20:00:00,Unassigned,0,0,38,20.5937,78.962
530,01/04/20,19:00:00,Andhra Pradesh,1,0,83,20.5937,78.962
531,01/04/20,19:00:00,Andaman and Nicobar Islands,0,0,10,20.5937,78.962
532,01/04/20,19:00:00,Assam,0,0,1,20.5937,78.962
533,01/04/20,19:00:00,Bihar,0,1,23,20.5937,78.962
534,01/04/20,19:00:00,Chandigarh,0,0,16,20.5937,78.962
535,01/04/20,19:00:00,Chhattisgarh,2,0,9,20.5937,78.962
536,01/04/20,19:00:00,Delhi,6,2,152,20.5937,78.962
537,01/04/20,19:00:00,Goa,0,0,5,20.5937,78.962
538,01/04/20,19:00:00,Gujarat,5,6,82,20.5937,78.962
539,01/04/20,19:00:00,Haryana,21,0,43,20.5937,78.962
540,01/04/20,19:00:00,Himachal Pradesh,0,1,3,20.5937,78.962
541,01/04/20,19:00:00,Jammu and Kashmir,2,2,62,20.5937,78.962
542,01/04/20,19:00:00,Jharkhand,0,0,1,20.5937,78.962
543,01/04/20,19:00:00,Karnataka,8,3,101,20.5937,78.962
544,01/04/20,19:00:00,Kerala,23,2,241,20.5937,78.962
545,01/04/20,19:00:00,Ladakh,3,0,13,20.5937,78.962
546,01/04/20,19:00:00,Madhya Pradesh,0,3,66,20.5937,78.962
547,01/04/20,19:00:00,Maharashtra,39,9,302,20.5937,78.962
548,01/04/20,19:00:00,Manipur,0,0,1,20.5937,78.962
549,01/04/20,19:00:00,Mizoram,0,0,1,20.5937,78.962
550,01/04/20,19:00:00,Odisha,0,0,4,20.5937,78.962
551,01/04/20,19:00:00,Puducherry,1,0,3,20.5937,78.962
552,01/04/20,19:00:00,Punjab,1,3,42,20.5937,78.962
553,01/04/20,19:00:00,Rajasthan,3,0,93,20.5937,78.962
554,01/04/20,19:00:00,Tamil Nadu,6,1,234,20.5937,78.962
555,01/04/20,19:00:00,Telengana,1,3,96,20.5937,78.962
556,01/04/20,19:00:00,Uttarakhand,2,0,7,20.5937,78.962
557,01/04/20,19:00:00,Uttar Pradesh,14,2,103,20.5937,78.962
558,01/04/20,19:00:00,West Bengal,6,3,37,20.5937,78.962
559,02/04/20,18:00:00,Andhra Pradesh,1,1,86,20.5937,78.962
560,02/04/20,18:00:00,Andaman and Nicobar Islands,0,0,10,20.5937,78.962
561,02/04/20,18:00:00,Assam,0,0,5,20.5937,78.962
562,02/04/20,18:00:00,Bihar,0,1,24,20.5937,78.962
563,02/04/20,18:00:00,Chandigarh,0,0,16,20.5937,78.962
564,02/04/20,18:00:00,Chhattisgarh,2,0,9,20.5937,78.962
565,02/04/20,18:00:00,Delhi,8,4,219,20.5937,78.962
566,02/04/20,18:00:00,Goa,0,0,5,20.5937,78.962
567,02/04/20,18:00:00,Gujarat,8,7,87,20.5937,78.962
568,02/04/20,18:00:00,Haryana,21,0,43,20.5937,78.962
569,02/04/20,18:00:00,Himachal Pradesh,1,1,3,20.5937,78.962
570,02/04/20,18:00:00,Jammu and Kashmir,2,2,62,20.5937,78.962
571,02/04/20,18:00:00,Jharkhand,0,0,1,20.5937,78.962
572,02/04/20,18:00:00,Karnataka,9,3,110,20.5937,78.962
573,02/04/20,18:00:00,Kerala,25,2,265,20.5937,78.962
574,02/04/20,18:00:00,Ladakh,3,0,13,20.5937,78.962
575,02/04/20,18:00:00,Madhya Pradesh,0,6,99,20.5937,78.962
576,02/04/20,18:00:00,Maharashtra,42,13,335,20.5937,78.962
577,02/04/20,18:00:00,Manipur,0,0,1,20.5937,78.962
578,02/04/20,18:00:00,Mizoram,0,0,1,20.5937,78.962
579,02/04/20,18:00:00,Odisha,0,0,4,20.5937,78.962
580,02/04/20,18:00:00,Puducherry,1,0,3,20.5937,78.962
581,02/04/20,18:00:00,Punjab,1,4,46,20.5937,78.962
582,02/04/20,18:00:00,Rajasthan,3,0,108,20.5937,78.962
583,02/04/20,18:00:00,Tamil Nadu,6,1,234,20.5937,78.962
584,02/04/20,18:00:00,Telengana,1,3,107,20.5937,78.962
585,02/04/20,18:00:00,Uttarakhand,2,0,7,20.5937,78.962
586,02/04/20,18:00:00,Uttar Pradesh,14,2,113,20.5937,78.962
587,02/04/20,18:00:00,West Bengal,6,3,53,20.5937,78.962
588,03/04/20,18:00:00,Andhra Pradesh,1,1,132,20.5937,78.962
589,03/04/20,18:00:00,Andaman and Nicobar Islands,0,0,10,20.5937,78.962
590,03/04/20,18:00:00,Arunachal Pradesh,0,0,1,20.5937,78.962
591,03/04/20,18:00:00,Assam,0,0,16,20.5937,78.962
592,03/04/20,18:00:00,Bihar,0,1,29,20.5937,78.962
593,03/04/20,18:00:00,Chandigarh,0,0,18,20.5937,78.962
594,03/04/20,18:00:00,Chhattisgarh,3,0,9,20.5937,78.962
595,03/04/20,18:00:00,Delhi,8,4,219,20.5937,78.962
596,03/04/20,18:00:00,Goa,0,0,6,20.5937,78.962
597,03/04/20,18:00:00,Gujarat,10,8,95,20.5937,78.962
598,03/04/20,18:00:00,Haryana,24,0,49,20.5937,78.962
599,03/04/20,18:00:00,Himachal Pradesh,1,1,6,20.5937,78.962
600,03/04/20,18:00:00,Jammu and Kashmir,3,2,75,20.5937,78.962
601,03/04/20,18:00:00,Jharkhand,0,0,2,20.5937,78.962
602,03/04/20,18:00:00,Karnataka,10,3,124,20.5937,78.962
603,03/04/20,18:00:00,Kerala,27,2,286,20.5937,78.962
604,03/04/20,18:00:00,Ladakh,3,0,14,20.5937,78.962
605,03/04/20,18:00:00,Madhya Pradesh,0,6,104,20.5937,78.962
606,03/04/20,18:00:00,Maharashtra,42,16,335,20.5937,78.962
607,03/04/20,18:00:00,Manipur,0,0,2,20.5937,78.962
608,03/04/20,18:00:00,Mizoram,0,0,1,20.5937,78.962
609,03/04/20,18:00:00,Odisha,0,0,5,20.5937,78.962
610,03/04/20,18:00:00,Puducherry,1,0,5,20.5937,78.962
611,03/04/20,18:00:00,Punjab,1,5,48,20.5937,78.962
612,03/04/20,18:00:00,Rajasthan,3,0,167,20.5937,78.962
613,03/04/20,18:00:00,Tamil Nadu,6,1,309,20.5937,78.962
614,03/04/20,18:00:00,Telengana,1,7,158,20.5937,78.962
615,03/04/20,18:00:00,Uttarakhand,2,0,10,20.5937,78.962
616,03/04/20,18:00:00,Uttar Pradesh,14,2,172,20.5937,78.962
617,03/04/20,18:00:00,West Bengal,3,3,63,20.5937,78.962
618,03/04/20,18:00:00,Unassigned,0,0,77,20.5937,78.962
619,04/04/20,18:00:00,Andhra Pradesh,1,1,161,20.5937,78.962
620,04/04/20,18:00:00,Andaman and Nicobar Islands,0,0,10,20.5937,78.962
621,04/04/20,18:00:00,Arunachal Pradesh,0,0,1,20.5937,78.962
622,04/04/20,18:00:00,Assam,0,0,24,20.5937,78.962
623,04/04/20,18:00:00,Bihar,0,1,30,20.5937,78.962
624,04/04/20,18:00:00,Chandigarh,0,0,18,20.5937,78.962
625,04/04/20,18:00:00,Chhattisgarh,3,0,9,20.5937,78.962
626,04/04/20,18:00:00,Delhi,15,6,445,20.5937,78.962
627,04/04/20,18:00:00,Goa,0,0,7,20.5937,78.962
628,04/04/20,18:00:00,Gujarat,14,10,105,20.5937,78.962
629,04/04/20,18:00:00,Haryana,24,0,49,20.5937,78.962
630,04/04/20,18:00:00,Himachal Pradesh,1,1,6,20.5937,78.962
631,04/04/20,18:00:00,Jammu and Kashmir,3,2,75,20.5937,78.962
632,04/04/20,18:00:00,Jharkhand,0,0,2,20.5937,78.962
633,04/04/20,18:00:00,Karnataka,12,3,128,20.5937,78.962
634,04/04/20,18:00:00,Kerala,41,2,295,20.5937,78.962
635,04/04/20,18:00:00,Ladakh,3,0,14,20.5937,78.962
636,04/04/20,18:00:00,Madhya Pradesh,0,6,104,20.5937,78.962
637,04/04/20,18:00:00,Maharashtra,42,24,490,20.5937,78.962
638,04/04/20,18:00:00,Manipur,0,0,2,20.5937,78.962
639,04/04/20,18:00:00,Mizoram,0,0,1,20.5937,78.962
640,04/04/20,18:00:00,Odisha,0,0,5,20.5937,78.962
641,04/04/20,18:00:00,Puducherry,1,0,5,20.5937,78.962
642,04/04/20,18:00:00,Punjab,1,5,57,20.5937,78.962
643,04/04/20,18:00:00,Rajasthan,21,0,200,20.5937,78.962
644,04/04/20,18:00:00,Tamil Nadu,6,2,411,20.5937,78.962
645,04/04/20,18:00:00,Telengana,1,7,159,20.5937,78.962
646,04/04/20,18:00:00,Uttarakhand,2,0,16,20.5937,78.962
647,04/04/20,18:00:00,Uttar Pradesh,19,2,174,20.5937,78.962
648,04/04/20,18:00:00,West Bengal,3,3,69,20.5937,78.962
649,05/04/20,18:00:00,Andhra Pradesh,1,1,190,20.5937,78.962
650,05/04/20,18:00:00,Andaman and Nicobar Islands,0,0,10,20.5937,78.962
651,05/04/20,18:00:00,Arunachal Pradesh,0,0,1,20.5937,78.962
652,05/04/20,18:00:00,Assam,0,0,26,20.5937,78.962
653,05/04/20,18:00:00,Bihar,0,1,30,20.5937,78.962
654,05/04/20,18:00:00,Chandigarh,0,0,18,20.5937,78.962
655,05/04/20,18:00:00,Chhattisgarh,3,0,9,20.5937,78.962
656,05/04/20,18:00:00,Delhi,18,7,503,20.5937,78.962
657,05/04/20,18:00:00,Goa,0,0,7,20.5937,78.962
658,05/04/20,18:00:00,Gujarat,18,11,122,20.5937,78.962
659,05/04/20,18:00:00,Haryana,25,1,59,20.5937,78.962
660,05/04/20,18:00:00,Himachal Pradesh,1,1,6,20.5937,78.962
661,05/04/20,18:00:00,Jammu and Kashmir,4,2,106,20.5937,78.962
662,05/04/20,18:00:00,Jharkhand,0,0,3,20.5937,78.962
663,05/04/20,18:00:00,Karnataka,12,4,144,20.5937,78.962
664,05/04/20,18:00:00,Kerala,49,2,306,20.5937,78.962
665,05/04/20,18:00:00,Ladakh,10,0,14,20.5937,78.962
666,05/04/20,18:00:00,Madhya Pradesh,0,9,165,20.5937,78.962
667,05/04/20,18:00:00,Maharashtra,42,24,490,20.5937,78.962
668,05/04/20,18:00:00,Manipur,0,0,2,20.5937,78.962
669,05/04/20,18:00:00,Mizoram,0,0,1,20.5937,78.962
670,05/04/20,18:00:00,Odisha,0,0,20,20.5937,78.962
671,05/04/20,18:00:00,Puducherry,1,0,5,20.5937,78.962
672,05/04/20,18:00:00,Punjab,1,5,57,20.5937,78.962
673,05/04/20,18:00:00,Rajasthan,21,0,200,20.5937,78.962
674,05/04/20,18:00:00,Tamil Nadu,6,3,485,20.5937,78.962
675,05/04/20,18:00:00,Telengana,32,7,269,20.5937,78.962
676,05/04/20,18:00:00,Uttarakhand,2,0,22,20.5937,78.962
677,05/04/20,18:00:00,Uttar Pradesh,19,2,227,20.5937,78.962
678,05/04/20,18:00:00,West Bengal,10,3,80,20.5937,78.962
679,06/04/20,18:00:00,Andhra Pradesh,1,3,226,20.5937,78.962
680,06/04/20,18:00:00,Andaman and Nicobar Islands,0,0,10,20.5937,78.962
681,06/04/20,18:00:00,Arunachal Pradesh,0,0,1,20.5937,78.962
682,06/04/20,18:00:00,Assam,0,0,26,20.5937,78.962
683,06/04/20,18:00:00,Bihar,0,1,32,20.5937,78.962
684,06/04/20,18:00:00,Chandigarh,0,0,18,20.5937,78.962
685,06/04/20,18:00:00,Chhattisgarh,8,0,10,20.5937,78.962
686,06/04/20,18:00:00,Delhi,19,7,523,20.5937,78.962
687,06/04/20,18:00:00,Goa,0,0,7,20.5937,78.962
688,06/04/20,18:00:00,Gujarat,22,12,144,20.5937,78.962
689,06/04/20,18:00:00,Haryana,25,1,84,20.5937,78.962
690,06/04/20,18:00:00,Himachal Pradesh,2,1,13,20.5937,78.962
691,06/04/20,18:00:00,Jammu and Kashmir,4,2,109,20.5937,78.962
692,06/04/20,18:00:00,Jharkhand,0,0,4,20.5937,78.962
693,06/04/20,18:00:00,Karnataka,12,4,151,20.5937,78.962
694,06/04/20,18:00:00,Kerala,55,2,314,20.5937,78.962
695,06/04/20,18:00:00,Ladakh,10,0,14,20.5937,78.962
696,06/04/20,18:00:00,Madhya Pradesh,0,9,165,20.5937,78.962
697,06/04/20,18:00:00,Maharashtra,56,45,748,20.5937,78.962
698,06/04/20,18:00:00,Manipur,0,0,2,20.5937,78.962
699,06/04/20,18:00:00,Mizoram,0,0,1,20.5937,78.962
700,06/04/20,18:00:00,Odisha,2,0,21,20.5937,78.962
701,06/04/20,18:00:00,Puducherry,1,0,5,20.5937,78.962
702,06/04/20,18:00:00,Punjab,4,6,76,20.5937,78.962
703,06/04/20,18:00:00,Rajasthan,21,0,274,20.5937,78.962
704,06/04/20,18:00:00,Tamil Nadu,8,5,571,20.5937,78.962
705,06/04/20,18:00:00,Telengana,34,7,321,20.5937,78.962
706,06/04/20,18:00:00,Uttarakhand,4,0,26,20.5937,78.962
707,06/04/20,18:00:00,Uttar Pradesh,21,3,305,20.5937,78.962
708,06/04/20,18:00:00,West Bengal,10,3,80,20.5937,78.962
709,07/04/20,18:00:00,Andhra Pradesh,1,3,266,20.5937,78.962
710,07/04/20,18:00:00,Andaman and Nicobar Islands,0,0,10,20.5937,78.962
711,07/04/20,18:00:00,Arunachal Pradesh,0,0,1,20.5937,78.962
712,07/04/20,18:00:00,Assam,0,0,26,20.5937,78.962
713,07/04/20,18:00:00,Bihar,0,1,32,20.5937,78.962
714,07/04/20,18:00:00,Chandigarh,7,0,18,20.5937,78.962
715,07/04/20,18:00:00,Chhattisgarh,9,0,10,20.5937,78.962
716,07/04/20,18:00:00,Delhi,21,7,576,20.5937,78.962
717,07/04/20,18:00:00,Goa,0,0,7,20.5937,78.962
718,07/04/20,18:00:00,Gujarat,25,13,165,20.5937,78.962
719,07/04/20,18:00:00,Haryana,25,1,90,20.5937,78.962
720,07/04/20,18:00:00,Himachal Pradesh,2,1,13,20.5937,78.962
721,07/04/20,18:00:00,Jammu and Kashmir,4,2,116,20.5937,78.962
722,07/04/20,18:00:00,Jharkhand,0,0,4,20.5937,78.962
723,07/04/20,18:00:00,Karnataka,25,4,175,20.5937,78.962
724,07/04/20,18:00:00,Kerala,58,2,327,20.5937,78.962
725,07/04/20,18:00:00,Ladakh,10,0,14,20.5937,78.962
726,07/04/20,18:00:00,Madhya Pradesh,0,13,229,20.5937,78.962
727,07/04/20,18:00:00,Maharashtra,56,48,868,20.5937,78.962
728,07/04/20,18:00:00,Manipur,0,0,2,20.5937,78.962
729,07/04/20,18:00:00,Mizoram,0,0,1,20.5937,78.962
730,07/04/20,18:00:00,Odisha,2,1,42,20.5937,78.962
731,07/04/20,18:00:00,Puducherry,1,0,5,20.5937,78.962
732,07/04/20,18:00:00,Punjab,4,7,91,20.5937,78.962
733,07/04/20,18:00:00,Rajasthan,21,3,288,20.5937,78.962
734,07/04/20,18:00:00,Tamil Nadu,8,5,621,20.5937,78.962
735,07/04/20,18:00:00,Telengana,35,7,364,20.5937,78.962
736,07/04/20,18:00:00,Tripura,0,0,1,20.5937,78.962
737,07/04/20,18:00:00,Uttarakhand,5,0,31,20.5937,78.962
738,07/04/20,18:00:00,Uttar Pradesh,21,3,305,20.5937,78.962
739,07/04/20,18:00:00,West Bengal,13,3,91,20.5937,78.962
740,08/04/20,17:00:00,Andhra Pradesh,5,4,305,20.5937,78.962
741,08/04/20,17:00:00,Andaman and Nicobar Islands,0,0,10,20.5937,78.962
742,08/04/20,17:00:00,Arunachal Pradesh,0,0,1,20.5937,78.962
743,08/04/20,17:00:00,Assam,0,0,27,20.5937,78.962
744,08/04/20,17:00:00,Bihar,0,1,38,20.5937,78.962
745,08/04/20,17:00:00,Chandigarh,7,0,18,20.5937,78.962
746,08/04/20,17:00:00,Chhattisgarh,9,0,10,20.5937,78.962
747,08/04/20,17:00:00,Delhi,21,9,576,20.5937,78.962
748,08/04/20,17:00:00,Goa,0,0,7,20.5937,78.962
749,08/04/20,17:00:00,Gujarat,25,13,165,20.5937,78.962
750,08/04/20,17:00:00,Haryana,28,3,147,20.5937,78.962
751,08/04/20,17:00:00,Himachal Pradesh,2,1,18,20.5937,78.962
752,08/04/20,17:00:00,Jammu and Kashmir,4,2,116,20.5937,78.962
753,08/04/20,17:00:00,Jharkhand,0,0,4,20.5937,78.962
754,08/04/20,17:00:00,Karnataka,25,4,175,20.5937,78.962
755,08/04/20,17:00:00,Kerala,70,2,336,20.5937,78.962
756,08/04/20,17:00:00,Ladakh,10,0,14,20.5937,78.962
757,08/04/20,17:00:00,Madhya Pradesh,0,13,229,20.5937,78.962
758,08/04/20,17:00:00,Maharashtra,79,64,1018,20.5937,78.962
759,08/04/20,17:00:00,Manipur,0,0,2,20.5937,78.962
760,08/04/20,17:00:00,Mizoram,0,0,1,20.5937,78.962
761,08/04/20,17:00:00,Odisha,2,1,42,20.5937,78.962
762,08/04/20,17:00:00,Puducherry,1,0,5,20.5937,78.962
763,08/04/20,17:00:00,Punjab,4,7,91,20.5937,78.962
